article_id	event_name	region	organization	business	regions	시	군	구	동	article_ids	representative_article_body
18		['송월동', '전라남도', '나주', '한국스마트컨설팅협회']	['창의융합인재교육원', '백수영 창의융합인재교육원', '과학기술정보통신부', '양우내안애아파트 경로당', '한국지능정보사회진흥원', '나주시']	[]	['송월동', '전라남도', '나주시']	['전라남도']	['나주시']	[]	['송월동']	['01600801.20230720171906001']	창의융합인재교육원, 나주 송월동 어르신 디지털교육 창의융합인재교육원, 나주 송월동 어르신 디지털교육 창의융합인재교육원은 지난 19일 나주 송월동 양우내안애아파트 경로당에서 어르신들을 대상으로 디지털 교육을 실시했다고 20일 밝혔다.    과학기술정보통신부·한국지능정보사회진흥원 주최, 창의융합인재교육원·테크빌교육·한국스마트컨설팅협회 공동 주관으로 진행된 이번 디지털배움터 교육은 나주시의 요청으로 진행됐다.    이날 최근 유행하는‘키오스크’사용법에 대한 교육이 진행됐다.    ‘키오스크’는‘신문이나 음료 등을 파는 매점’을 뜻하는 영어단어로, 최근 공공장소에 설치된 무인 단말기나 음식점에 설치된 주문기기를 말한다.    백수영 창의융합인재교육원 디지털배움터 마스터 등 7명으로 구성된 교육팀은 어르신들에게 아이패드로‘키오스크’사용법, 기기를 활용한 음식 주문 등 원스톱 시스템 교육을 진행했다.    백수영 창의융합인재교육원 디지털배움터 마스터는 “이번 한 번 교육으로는‘키오스크’활용법이 어려우시겠지만 공공장소, 음식점 등에 가면 사람보다‘키오스크’기기를 먼저 마주하는 비대면 스마트 시대가 도래했다”며 “나주를 포함한 전남 지역 디지털 소외계층을 대상으로 지속적으로 디지털배움터를 통한 스마트 교육을 진행해 생활에 편리한 도움을 드릴 계획이다”고 밝혔다.    한편, 창의융합인재교육원의 디지털배움터 스마트 교육은 올해 3월부터 12월까지 지역 디지털 소외 계층을 대상으로 진행된다. 나주=박송엽 기자 창의융합인재교육원은 지난 19일 나주 송월동 양우내안애아파트 경로당에서 어르신들을 대상으로 디지털 교육을 실시했다고 20일 밝혔다.과학기술정보통신부·한국지능정보사회진흥원 주최, 창의융합인재교육원·테크빌교육·한국스마트컨설팅협회 공동 주관으로 진행된 이번 디지털배움터 교육은 나주시의 요청으로 진행됐다.이날 최근 유행하는‘키오스크’사용법에 대한 교육이 진행됐다.‘키오스크’는‘신문이나 음료 등을 파는 매점’을 뜻하는 영어단어로, 최근 공공장소에 설치된 무인 단말기나 음식점에 설치된 주문기기를 말한다.백수영 창의융합인재교육원 디지털배움터 마스터 등 7명으로 구성된 교육팀은 어르신들에게 아이패드로‘키오스크’사용법, 기기를 활용한 음식 주문 등 원스톱 시스템 교육을 진행했다.백수영 창의융합인재교육원 디지털배움터 마스터는 “이번 한 번 교육으로는‘키오스크’활용법이 어려우시겠지만 공공장소, 음식점 등에 가면 사람보다‘키오스크’기기를 먼저 마주하는 비대면 스마트 시대가 도래했다”며 “나주를 포함한 전남 지역 디지털 소외계층을 대상으로 지속적으로 디지털배움터를 통한 스마트 교육을 진행해 생활에 편리한 도움을 드릴 계획이다”고 밝혔다.한편, 창의융합인재교육원의 디지털배움터 스마트 교육은 올해 3월부터 12월까지 지역 디지털 소외 계층을 대상으로 진행된다.
180		['김대흥', '동해지역', '묵호라이온스 클럽', '묵호라이온스', '묵호노인종합복지관', '묵호라이온스클럽', '강원특별자치도', '동해시', '우양재단', '영양']	['SLI평생교육원', '강원 에듀버스', '사회복', '묵호노인종합복지관', '과학기술정보통신부', '소고기', '강원특별자치도', '우양재단']	[]	['동해시', '강원특별자치도']	['강원특별자치도']	['동해시']	[]	[]	['02100851.20211022173119001']	"어르신이 디지털 교육을 받고 있다.[사진=묵호노인종합복지관 제공]  묵호라이온스클럽 회원들이 버스 구입 후원금을 전달하고 있다.[사진=묵호노인종합복지관 제공]  우양재단에서 묵호노인종합복지관에게 영양죽을 전달하고 있다.[사진=묵호노인종합복지관 제공]  강원 동해시 묵호노인종합복지관은 올해 강원 디지털 배움터로 선정돼 22일 오전, 오후에 걸쳐 찾아오는 ‘강원 에듀버스 디지털 교육’을 실시했다.과학기술정보통신부와 강원도가 주관하고 수행기관인 ㈜ SLI평생교육원에서 실시했으며 참여대상은 강원도 동해지역에 사는 이동 접근성이 힘든 고령층 디지털 취약계층이다.지난 7월에 이어 어르신 분들의 욕구를 반영해 스마트폰 기본활용, 디지털피싱 예방교육, 키오스크 교육과 시뮬레이션 체험을 시행해 큰 호응을 보였으며, 방역지침을 준수하여 백신 1차 접종 완료 후 14일 경과한 분에 한해 참여자를 모집해 시행했다.참여 어르신 한분은 ""디지털 이라고 하면 무섭고 두려웠는데 일상생활에 꼭 필요한 것들을 알게 되어 유익했고 앞으로는 자신감을 가지고 도전해보겠다""며, 자신감을 보였다.전혜숙 담당 사회복지사는“디지털 취약계층인 시니어들에게 다양한 경로를 통해 지속적으로 디지털 교육을 제공하여 보다 나은 삶의 질 향상과 디지털시대에 발맞춰 노년의 삶을 설계하시도록 지원하겠다”고 말했다.이어, 지난 19일 오전 11시 묵호라이온스클럽 김대흥 회장, 윤지옹 부회장, 김일남 재무가 복지관을 방문해 버스구입 후원금 일백만원을 전달했다.이도연 조율복지팀장은 “코로나19로 모두가 어려운 상황이지만 이렇게 묵호라이온스 클럽에서 귀한 마음과 정성을 모아주셔서 감사를 드린다”고 말했다.한편, 이날 후원을 한 묵호라이온스 클럽(창립 55주년)은 동해시 사회복지시설 무료 소독 및 방역 봉사와 동해시민장학금기탁, 취약계층 이웃돕기성금 등 지역사회에서 어렵게 생활하고 있는 취약계층을 위해 이웃돕기 물품을 준비해 후원하고 있다.이와 더불어, 묵호노인종합복지관이 올해 우양재단의 '원기회복이 쭉~영양죽 지원사업'에 선정돼 21일과 22일 이틀간 영양죽을 선정되신 어르신 가정에 전달했다.이번 공모 사업은 우양재단에서 진행한 공모사업으로 병원에서 퇴원해 요양중이거나, 저작능력과 소화가능이 떨어져 매일 소량만 식사하시는 어르신께 1가구당 버섯 소고기죽 1박스(10팩), 특삼계죽 1박스(10팩), 2박스씩 40박스를 총 20가구에 전달했다.영양죽을 받은 한 어르신은 ""이가 없어서 음식을 씹기가 힘들어 국에 밥을 말아 먹었는데, 영양죽을 먹고 기운이 날 것 같다""며, ""좋은 음식을 지원해 주어서 감사하다""고 감사의 마음을 전했다.이도연 팀장은 “지역사회 어르신분들의 영양 불균형이 완화되어 건강이 회복되기를 바란다”며, “앞으로도 지역사회자원을 효과적으로 개발 관리해 나눔문화 확산에 기여하며, 사회적으로 취약계층에 계신 어르신에 대한 서비스 연계사업을 추진해 복지관을 이용하시는 어르신들이 삶의 질 향상에 기여하도록 노력하겠다”고 말했다.한편, 우양재단은 지난 1999년에 설립한 이래로 20여년 동안 독거노인, 저소득 가정 등 소회계층을 위한 먹거리 지원사업을 실시하고 있으며, 문화지원, 긴급지원, 학업지원 등 여러 분야로 영역을 확장해 활동하고 있다.  ©'5개국어 글로벌 경제신문' 아주경제. 무단전재·재배포 금지"
181		['동해시', '묵호노인종합복지관', '동해']	['SLI평생교육원', '강원디지털배움터', '설주미', '묵호노인종합복지관', '과학기술정보통신부']	[]	['동해시', '강원특별자치도']	['강원특별자치도']	['동해시']	[]	[]	['01300201.20221108155804001']	8일 ‘디지털배움터 에듀버스 교육’  ◇동해시 묵호노인종합복지관(관장:염규성)이 어르신들의 디지털 역량 강화를 위해 8일 2차례에 걸쳐 ‘2022년 디지털배움터 에듀버스 교육’을 실시했다.  동해시 묵호노인종합복지관이 어르신들의 디지털 역량 강화를 위해 8일 2차례에 걸쳐 ‘2022년 디지털배움터 에듀버스 교육’을 실시했다.  이번 특강은 SLI평생교육원 강원디지털배움터와 연계해 어르신들에게 스마트폰·키오스크기기 활용, 보이스피싱 예방 교육 등 디지털 관련 분야에 대한 다양한 정보를 제공했다.  특히, 강원디지털배움터에서 키오스크 등 디지털 기기가 탑재된 ‘에듀버스’를 복지관으로 운행해 교육에 참여한 어르신들이 직접 기기를 체험해 볼 수 있도록 진행했다.  SLI평생교육원 강원디지털배움터는 과학기술정보통신부에서 추진하는 사업으로 지역주민 누구나 디지털 혜택을 누릴 수 있도록 다양한 디지털 기초·생활·심화교육을 추진중에 있고, 묵호노인종합복지관과 2021년부터 연계해 디지털배움터로 지정·운영중에 있다.  설주미 묵호노인종합복지관 사회복지사는 “체험위주의 교육 진행으로 어르신들이 스마트기기에 대한 이해와 습득에 큰 도움이 됐다고 생각되며 향후 지속적인 교육을 추진할 계획”이라고 말했다.
182	동해시 디지털 에듀버스 특강	['동해시', '전문강사', '묵호노인종합복지관', '강원특별자치도']	['SLI평생교육원', '에듀버스', '묵호노인종합복지관', '과학기술정보통신부', '디지털 에듀버스', '동해시청']	[]	['동해시', '강원특별자치도']	['강원특별자치도']	['동해시']	[]	[]	['04100078.20241025112951001']	"[동해=뉴스핌] 이형섭 기자 = 강원 동해시 묵호노인종합복지관은 지난 24일 복지관 이용 어르신들의 디지털 역량강화를 위해 2024년 디지털배움터 에듀버스 특강을 실시했다.  묵호노인종합복지관에서 진행된 디지털배움터 에듀버스.[사진=동해시청] 2024.10.25 onemoregive@newspim.com  디지털배움터 에듀버스 특강은 SLI평생교육원 강원 디지털배움터와 연계해 디지털 교육 전문강사를 파견, 키오스크 등의 디지털 기기가 탑재된 '에듀버스'를 지원했다.  과학기술정보통신부 산하 SLI평생교육원 강원 디지털배움터는 지역주민 누구나 쉽게 디지털역량을 기를 수 있도록 디지털 기초·심화·체험 교육을 추진해 디지털교육체계 구축을 위한 중추적인 역할을 수행하고 있다.  묵호노인종합복지관은 지난 2021년부터 4년 연속 디지털배움터로 지정됐다. 현재 디지털배움터 스마트폰강좌 2개반, 연습용 키오스크기 설치, 디지털교육 관련 특강 등을 운영 중에 있다.  교육참여자인 조정숙씨는 ""요즘은 커피를 마시러 커피숍에 가도 키오스크로 음료를 주문해야 하는 경우가 많아 심리적으로 위축됐다""며 ""이번 강의를 통해 키오스크기 사용법을 배우고 직접 체험해보니 기기 사용에 대한 자신감이 생겨 매우 유익한 교육이었다""고 말했다.  onemoregive@newspim.com"
183		['서울특별시', '교육장', '서울시노인종합복지관협회']	['서울디지털재단', '금융감독원', '서울특별시', '어디나지원단', '에듀테크캠퍼스', '복지관협회', '디지털재', '노인종합복지관', '서울시노인종합복지관협회', '디지털재단']	[]	['서울특별시']	['서울특별시']	[]	[]	[]	['01100301.20240522130201001']	25개구 노인종합복지관 통해 디지털재단-복지관협회 협약  서울시가 어르신 디지털 교육 확대에 나선다.  서울시 산하 서울디지털재단은 21일 서울시노인종합복지관협회와 ‘디지털 사각지대 해소를 위한 업무협약(MOU)를 체결했다고 22일 밝혔다.  협약을 통해 서울디지털재단은 25개 전 자치구 복지관을 대상으로 어르신 디지털 교육사업을 확대할 수 있게 됐다. 서울시노인종합복지관협회에는 49개 복지관이 소속돼 있고 회원수는 약 69만400명이다.  디지털재단 관계자는 “재단이 운영하는 기존 교육 장소뿐 아니라 서울시노인종합복지관협회가 보유한 25개 자치구 복지관까지 활용할 수 있게 돼 교육 접근성을 더욱 높일 수 있게 됐다”고 말했다.  재단은 어르신 디지털 교육을 빠른 시간 안에 확대하기 위해 자치구별 복지관들의 개별 신청에 의존하지 않고 전 복지관을 대상으로 교육 과정 개설을 선제적으로 제안하기로 했다.  두 기관은 재단이 운영하는‘어디나지원단’과 ‘디지털 돌봄 체험버스’ 활용성을 높이는 일에도 힘을 모으기로 했다. 디지털재단은 강사 파견 및 교육 콘텐츠 기획과 제작 등을 지원하고 복지관협회는 교육장 모집 홍보, 사업 참여자 수요조사 등을 지원할 예정이다. 어디나지원단은 재단이 2019년부터 운영하고 있는 어르신 디지털교육 전담팀이다. 150명의 강사를 보유하고 온라인 교육 플랫폼인 ‘에듀테크캠퍼스’등을 운영한다. 6년간 서울시민 4만8444명이 교육을 받았고 양성한 강사도 620명에 달한다.  한편 어르신 디지털 소외는 사회문제로 떠올랐다. 키오스크 사용이 익숙하지 않아 주문을 못하거나 뒷사람 눈치를 보는 어르신들이 여전히 많다. 스마트폰 사용법도 갈수록 복잡해지면서 세대간 격차도 심화된다.  금융 분야도 격차해소가 시급하다. 어르신들은 지점 방문을 선호하지만 점포는 줄어들고 인터넷 뱅킹이 일반화되고 있어서다. 금융감독원 금융정보통계시스템에 따르면 5대 시중은행의 점포는 지난 2년간 15%가 사라졌다. 반면 인터넷뱅킹 등록 고객 수는 2억704만명(2022년말 기준)으로 인구 수의 4배를 뛰어 넘었다.  이제형 기자 brother@naeil.com
184		['원곡동', '교육장', '안산시', '대부도']	['상록구', '정부', '단원구']	[]	['원곡동', '상록구', '안산시', '단원구']	['경기도']	['안산시']	['상록구', '단원구']	['원곡동', '상록구', '단원구']	['01200401.20230508102557001']	▲ 안산시 우리동네 디지털 배움터로 지정한 교육장소를 방문한 어르신들이 키오스크 사용 방법을 배우고 있다. /사진제공=안산시  안산시는 디지털 취약계층을 대상으로 연말까지 교육 프로그램을 운영한다고 8일 밝혔다.  교육은 코로나19 이후 가속하는 디지털 시대를 맞아 시민과 디지털 취약계층이 일상생활에서 소외당하지 않고 다양한 혜택을 누릴 수 있도록 돕기 위해 마련됐다.  교육은 동 행정복지센터, 복지관, 경로당 등 시민이 쉽게 접근할 수 있는 장소를 디지털 배움터로 지정해 진행하며, 온라인 교육도 병행한다.  상록구는 컴퓨터 기초, 코딩, 발표자료 만들기, 스마트폰 활용, 금융, 정부24 공공서비스 이용 등 다양한 주제의 교육을 마련했다.  단원구는 올해부터 원곡동 등 외국인과 다문화 가정을 위한 일자리연계교육과 대부도 등 어촌지역 주민을 위한 어업 관련 앱 활용교육도 추진한다.  교육신청은 디지털 배움터 누리집(https://www.디지털배움터.kr)과 디지털 헬프데스크(1800-0096)를 통해 안내받을 수 있다.  /안산=안병선 기자 bsan@incheonilbo.com
185		['대구미래교육연구원', '대구광역시', '대구내일학교']	['대구시교육청', '시교육청', '유튜브']	[]	['대구광역시']	['대구광역시']	[]	[]	[]	['01500601.20230101063113001']	"세계가 속도내는 반도체법 뒷전…입법책임 망각  사상 초유의 대통령 권한대행 탄핵으로 경제 불안정이 심화되고 있다. 탄핵 정국으로 경제 현안이 뒷전으로 밀리면서 저성장 기조와 경기침체가 고착화될 수 있다는 우려가 높다. 한국 경제를 지탱하는 핵심 산업인 반도체 산업 육성을 위한 '반도체 특별법'의 연내 국회 통과가 무산됐다. 해당 법안은 반도체 산업 경쟁력 강화를 위해 정부가 반도체 기업에 보조금을 지급한다는 내용을 골자로 한다. 현재 우리나라 반도체 관련 인센티브 규모는 세액공제를 포함해도 1조2천억원으로 이는 일본의 10분의 1, 미국의 5분의 1 수준에 불과하다. 미국 정부가 자국에 반도체 제조 기업을 유치하기 위해 막대한 규모의 투자에 나서자 중국도 지원액을 늘리며 추격에 나서는 모양새다. 대만은 TSMC를 앞세워 반도체 분야에서 한국을 추월했다는 평가를 받는다. 이 외에도 유럽연합(EU)과 일본도 반도체 산업을 정책적으로 지원하며 경쟁에 가세했다. 인공지능(AI) 시대를 맞아 각국이 반도체 산업 패권을 놓고 첨예한 경쟁을 벌이는 가운데 한국이 뒤처질 수 있다는 위기감이 팽배해졌다. 당장 국내 시가총액 1위 기업인 삼성전자가 AI칩 주도권을 확보하지 못하면서 위기론이 확산했다. 반도체 특별법 제정은 다른 국가와 격차를 해소하는 것은 물론, 체계적인 산업 육성 전략을 수립해 국가 경쟁력을 강화하는 계기가 될 것으로 기대를 모았다. 이런 상황을 고려해 당초 여야는 반도체 특별법 처리에 일부 공감대를 형성했다. 하지만 주 52시간 예외 규정을 두고 여야가 시각차를 보이다 법안 처리가 지연되면서 재정·시설 지원까지 늦어지게 됐다. 국회 본회의를 통과하려면 소위원회 심사 및 통과와 산자위 전체회의 통과, 법제사법위원회 통과 등 절차가 남아 있어 연내 국회 처리는 사실상 불가능해졌기 때문이다. 더불어민주당은 반도체 산업 연구개발 인력에 주 52시간제 적용 예외가 필요하다는 것을 어느 정도 인정하지만, 이를 특별법이 아니라 근로기준법에 규정해야 한다는 입장을 고수하고 있다. 이에 대해 반도체 업계에서는 ""TSMC는 노사가 합의하면 하루 근무시간을 12시간까지 늘릴 수 있어 핵심 인재들이 근로 시간에 얽매이지 않고 기술개발에 매달리고 있다""며 첨단산업에 대한 주 52시간 예외 적용을 요구하는 주장이 제기됐다. 재계에서는 한국 기업들이 도약할 '골든타임'을 놓치지 않도록 경제 살리기 입법에 적극 나서야 한다는 목소리가 높다. 최태원 대한상공회의소 회장은 ""여야 모두 민생 안정에 의지를 드러내고 있는데 초당적 협력을 통해 무쟁점 법안만이라도 연내 통과를 시켜달라""고 국회에 요청한 바 있다. 대한상공회의소는 첨단산업 경쟁력 제고를 위한 개선 과제를 발굴·건의할 방침이다. 대한상의는 ""국가 경제의 미래를 책임질 핵심 분야인 만큼 현재 국회에 계류된 첨단전략산업기금법, 반도체특별법, 조세특례제한법 등의 조속한 처리가 필요하다""고 강조했다."
186		['대구내일학교', '대구광역시', '대구CV센터', '대구내일']	['동부도서관', '대구시교육청']	['SK텔레콤']	['대구광역시']	['대구광역시']	[]	[]	[]	['01500501.20231108111330002']	댓글 정렬  BEST 댓글 답글과 추천수를 합산하여 자동으로 노출됩니다. 닫기
187		['LA', 'KOREA', '충주', '충청북도', '충주시', '충주시홈페이지 통합']	['SOC', 'ACCU', 'WHO', '충주시', '노인복지관', 'APP', 'CHA', 'TAI', 'KIO', 'CU', 'LOTTE', 'NEC']	[]	['충청북도', '충주시']	['충청북도']	['충주시']	[]	[]	['04100608.20220221181437001', '01400601.20220221142302002', '01400551.20220221103427002']	"▲ 시니어 정보화 교육 수강생 모집(지난해 노인복지관 모습) (C) 김병주 기자  【브레이크뉴스 충북】김병주 기자=충주시가 오는 3월부터 11월까지 노인복지관 본관과 남부 분관에서 60세 이상 노인을 대상으로 무료 정보화 교육을 실시한다고 밝혔다.  21일 시에 따르면 이번 정보화 교육은 전자기기 사용에 취약한 노인을 위해 컴퓨터 기초, 스마트폰과 SNS 등 일상생활에 필요한 스마트기기 활용을 위주로 운영된다.  교육 시간은 과정당 매주 2회 2시간씩 3개월간 진행되며, 노인들이 스마트기기에 익숙해질 수 있도록 맞춤형으로 진행한다.  교육과정은 △컴퓨터 기초와 인터넷 활용(입문반) △스마트폰 활용과 SNS △스마트폰 사진, 동영상 편집 △블로그 및 스마트스토어 △한글 작품 만들기 △이미지 편집 등 24개 프로그램이다.  교육 장소는 노인복지관 본관(교현동)과 남부 분관(지현동)이다.  모든 프로그램은 방역수칙과 사회적 거리두기를 준수해 운영되고, 모집인원은 강좌별 12명으로 소규모 진행되며, 상황에 따라 비대면 온라인수업을 병행할 수 있다.  교육 신청은 2월, 5월, 8월로 나눠 접수하고 접수 인원이 많을 경우에는 추첨을 통해 대상자를 선정한다.  오는 3월부터 5월까지 진행되는 교육 참여 희망자는 오는 25일까지 충주시홈페이지 통합예약 서비스(교육/강좌)에서 신청하면 된다.  이창재 정보통신과장은 “교육에 참여하는 어르신들께서 스마트폰, 키오스크 등 정보기기 사용에 어려움이 없도록 다양한 콘텐츠를 통한 교육과 습득의 기회를 제공하겠다”고 말했다.  아래는 위 기사를 '구글 번역'으로 번역한 영문 기사의 [전문]입니다. '구글번역'은 이해도를 높이기를 위해 노력하고 있습니다. 영문 번역에 오류가 있을 수 있음을 전제로 합니다. <The following is [the full text] of the English article translated by 'Google Translate'. 'Google Translate' is trying to help you understand. It is assumed that there may be errors in the English translation.>  Chungju City, provides free informatization education for those aged 60 and over  Recruitment of 288 people in 24 courses including smartphone use  [Break News, Chungbuk] Reporter Kim Byung-joo = Chungju City announced that it will provide free informatization education for the elderly over the age of 60 in the main building and southern annex of the Senior Welfare Center from March to November.  According to the city on the 21st, this informatization education will focus on the use of smart devices necessary for daily life such as computer basics, smartphones and SNS for the elderly who are vulnerable to the use of electronic devices.  Training is conducted twice a week for 2 hours per course for 3 months, and is tailored to the elderly so that they can become accustomed to smart devices.  The curriculum consists of 24 programs including △Computer basics and Internet use (introductory class) △Smartphone use and SNS △Smartphone photo and video editing △Blog and smart store △Creating Korean works △Image editing.  The training locations are the main building (Gyohyeon-dong) and the southern annex (Jihyeon-dong) of the Senior Welfare Center.  All programs are operated in compliance with quarantine rules and social distancing, and the number of recruits is small with 12 students per course.  Applications for education are received in February, May, and August, and if there are a large number of applicants, candidates are selected by lottery.  Those wishing to participate in the training held from March to May can apply through the integrated reservation service (education/lecture) on the Chungju website by the 25th.  Lee Chang-jae, head of the Information and Communication Division, said, ""We will provide opportunities for education and learning through various contents so that the elderly participating in the education do not have difficulties in using information devices such as smartphones and kiosks.""  원본 기사 보기: 충북 브레이크뉴스"
188	KT 찾아가는 경로당 디지털 역량교육	['전문강사', '전라북도', '전북연합회', '호남본부', '전북도']	['대한노인회', '디지털배', '경로당광역지원센터', '화상회']	['KTcs']	['전라도', '전라북도']	[]	[]	[]	[]	['01601101.20210525195616008', '01601001.20210525141543001', '01600601.20210525194653005']	대한노인회 전북연합회, ‘디지털 역량교육’ 업무협약    기사 작성: 양용현 - 2021년 05월 25일 13시57분      대한노인회 전북연합회 경로당광역지원센터(경정희 센터장)는 25일 ㈜케이티씨에스 호남본부, 디지털배움센터(박승렬 센터장)와 관계자 등이 참석한 가운데 찾아가는 경로당 ‘디지털 역량교육’ 지원을 위한 업무 협약을 체결했다.    이번 협약식은 13개 시⋅군지역 30개소 경로당 어르신들에게 전문 강사를 통해 스마트폰 완전정복, 인터넷 활용과 검색, 화상회의 솔루션, SNS제대로 배우기, 모바일 교통, 금융, 쇼핑, 전자정부, 공공서비스(지원금 신청, 민원24) 등 1대1 맞춤형 교육을 6월부터 7개월간 지원할 예정이다. 또, 어르신들이 디지털 환경에서 소외되지 않고 소지하고 있는 핸드폰을 쉽게 사용하는 데 도움이 될 것으로 기대하고 있다.    이명훈 호남본부장은 “전북연합회와 협업을 바탕으로 어르신들이 편하게 이용할 수 있는 경로당에 디지털 교육을 지원할 수 있게 되어 감사드린다”며 “비대면 시범사업으로 진행해 경로당 활성화가 되는 시너지 효과를 기대한다”라고 말했다.    김두봉 연합회장은 “이번 협약을 통해 전라북도내 어르신들이 코로나 19 상황과 빠르게 변화하는 디지털 환경에 적응할 수 있도록 교육에 참여해 직접 체험함으로써 세대간 소통의 기회를 제공하고 어르신들의 삶의 질이 향상되길 바란다“고 말했다. /양용현 기자        전북을 바꾸는 힘! 새전북신문 *무단전재-재배포 금지  ■ 양용현 기자의 최근기사  
189		['청주']	['가경노인복지관', '도우미 봉사단', '한국보건산업진흥원', '노인복지관', '진흥원', '노인복지']	[]	[]	[]	[]	[]	[]	['01400301.20221221154430013']	［동양일보 도복희 기자］한국보건산업진흥원(원장 차순도) ‘공공기관·지역사회 협력 디지털 도우미 봉사단’은 19일 청주 가경노인복지관을 방문해 어르신들에게 스마트폰 어플·키오스크 활용 등 디지털 리터러시에 대한 정보를 제공하는 봉사활동을 진행했다(사진)    이날 노인복지관 내 디지털 교육 이수자 중 참여자를 모집하고 디지털 지원 범위를 선정해 1:1맞춤 교육을 함으로써 어르신들 요구에 부응하는 뜻깊은 시간을 보냈다.    진흥원은 ‘디지털 도우미 사업’을 신규의제로 등록하고, 지역 공공기관과 지역 노인복지관, 기존 디지털 배움터 교육수료생을 연결하는 플랫폼 사업으로 확대 추진할 계획이다.    도복희 기자 phusys2008@dynews.co.kr
19	경기도 찾아가는 디지털 서포터즈	['구리시', '수원시', '경기도연합회장', '경기도내', '동두천', '경기도', '서포터즈', '경기도연합회', '경기도노', '구리']	['승무원', '대한노인회', '서포터즈', '경기도연합회', '대강당', '경로당']	['피엔티컨설팅']	['구리시', '경기도', '수원시']	['경기도']	['수원시', '구리시']	[]	[]	['01400501.20220721201400001', '01200101.20220722152619001']	"찾아가는 '경로당 디지털 서포터즈' 한 자리에  장영준 기자 jjuny54@kyeonggi.com 기자페이지  21일 오후 수원특례시 경기도노인회관 대강당에서 37명의 '경기도 디지털 서포터즈'를 위한 직무교육이 진행됐다. 사진은 단체사진을 촬영 중인 서포터즈들. 대한노인회 경기도연합회 제공  '당당하고 스마트한 시니어 생활'이라는 슬로건 아래 경기도내 31개 시·군 경로당을 찾아다니며 스마트폰 활용 교육을 지원 중인 경로당 디지털 서포터즈들이 직무교육을 위해 한 자리에 모였다.  21일 오후 수원특례시 경기도노인회관 대강당에서 경로당 디지털 서포터즈 37명을 대상으로 한 '아름다운 인생의 꿈을 키우는 자기경영'이라는 주제의 강의가 진행됐다. 이날 강사로는 항공사 승무원 출신이자 대통령 특별전용기 관리라는 독특한 이력을 지닌 정혜전 피엔티컨설팅 대표가 초대됐다.  강의에 앞서 이종한 대한노인회 경기도연합회장은 인사말을 통해 ""노인층의 디지털 정보격차 해소를 위해 예산을 지원받아 스마트폰 활용방법을 교육하는 시범사업이 전국 최초로 경기도에서 시행한다는 사실에 자부심과 긍지를 느낀다""며 ""전국의 보다 많은 노인 분들이 디지털 활용교육의 수혜를 받기를 기대한다""고 말했다.  구리 지역 이경재 서포터즈의 오카리나 연주로 시작된 이날 행사는 특별초청 강연과 더불어 경로당 현장에서 직접 보고 들은 각종 활동 내용과 정보 등을 교환하는 사례 발표 시간을 갖기도 했다.  특히 부부이기도 한 동두천 지역 윤명호·김동월 서포터즈는 ""어르신과 재밌는 시간을 보내기 위해 먼저 음악과 건강댄스로 교감을 나눈 후 눈 높이에 맞춰 차근차근 스마트폰 활용법을 알려드린다""며 ""덕분에 '한층 젊어지고 있다'며 즐거워하는 어르신들을 보면 더 할 수 없는 보람을 느낀다""고 자신들의 경험을 공유했다.  한편, '찾아가는 경로당 디지털 서포터즈'는 경기도로부터 4억원의 예산을 지원받아 대한노인회 경기도연합회에서 사업을 이끌고 있다. 37명의 스마트폰 활용 강사들이 시니어를 대상으로 교육하고 있으며, 더 많은 시너지 효과를 내기 위해 '디지털 배움터 거점 운영 지원사업' '시니어 워크센터 설립' 등도 계획하고 있다.  현장에 함께 자리한 장준성 더블루아워 대표이사는 ""시니어를 위한 새로운 디지털 역량 교육 프로그램 개발과 다양한 디지털 문화를 체험할 수 있는 시니어디지털워크센터 설립을 위해 적극적으로 지원하겠다""고 약속했다.  장영준기자  © 경기일보(www.kyeonggi.com), 무단전재 및 수집, 재배포금지"
